beam_id,time_s,displacement_mm,force_N
9,29.30,0.9643,65.7
9,29.40,0.9675,65.9
9,29.50,0.9711,66.2
9,29.60,0.9746,66.5
9,29.70,0.9778,66.7
9,29.80,0.9813,67.0
9,29.90,0.9851,67.2
9,30.00,0.9886,67.5
9,30.10,0.9920,67.7
9,30.20,0.9950,67.9
9,30.30,0.9979,68.1
9,30.40,1.0013,68.4
9,30.50,1.0052,68.7
9,30.60,1.0089,69.0
9,30.70,1.0117,69.1
9,30.80,1.0142,69.3
9,30.90,1.0171,69.5
9,31.00,1.0205,69.8
9,31.10,1.0244,70.1
9,31.20,1.0279,70.3
9,31.30,1.0314,70.6
9,31.40,1.0351,70.8
9,31.50,1.0389,71.1
9,31.60,1.0421,71.3
9,31.70,1.0451,71.5
9,31.80,1.0479,71.7
9,31.90,1.0511,71.9
9,32.00,1.0546,72.2
9,32.10,1.0583,72.5
9,32.20,1.0619,72.8
9,32.30,1.0648,72.9
9,32.40,1.0676,73.2
9,32.50,1.0707,73.4
9,32.60,1.0746,73.7
9,32.70,1.0784,74.0
9,32.80,1.0817,74.2
9,32.90,1.0850,74.4
9,33.00,1.0886,74.7
9,33.10,1.0920,74.9
9,33.20,1.0951,75.1
9,33.30,1.0980,75.3
9,33.40,1.1010,75.5
9,33.50,1.1043,75.8
9,33.60,1.1079,76.1
9,33.70,1.1118,76.3
9,33.80,1.1151,76.6
9,33.90,1.1179,76.8
9,34.00,1.1207,76.9
9,34.10,1.1240,77.2
9,34.20,1.1278,77.5
9,34.30,1.1314,77.8
9,34.40,1.1345,77.9
9,34.50,1.1378,78.2
9,34.60,1.1415,78.5
9,34.70,1.1452,78.7
9,34.80,1.1484,79.0
9,34.90,1.1513,79.1
9,35.00,1.1544,79.4
9,35.10,1.1580,79.6
9,35.20,1.1621,79.9
9,35.30,1.1657,80.2
9,35.40,1.1686,80.4
9,35.50,1.1713,80.6
9,35.60,1.1742,80.8
9,35.70,1.1776,81.0
9,35.80,1.1813,81.3
9,35.90,1.1847,81.6
9,36.00,1.1881,81.8
9,36.10,1.1917,82.1
9,36.20,1.1955,82.4
9,36.30,1.1990,82.6
9,36.40,1.2019,82.8
9,36.50,1.2047,83.0
9,36.60,1.2079,83.2
9,36.70,1.2116,83.5
9,36.80,1.2155,83.8
9,36.90,1.2187,84.0
9,37.00,1.2213,84.2
9,37.10,1.2241,84.4
9,37.20,1.2271,84.6
9,37.30,1.2309,84.9
9,37.40,1.2347,85.2
9,37.50,1.2380,85.4
9,37.60,1.2414,85.6
9,37.70,1.2450,85.9
9,37.80,1.2487,86.1
9,37.90,1.2519,86.4
9,38.00,1.2549,86.6
9,38.10,1.2579,86.8
9,38.20,1.2611,87.0
9,38.30,1.2648,87.3
9,38.40,1.2686,87.6
9,38.50,1.2719,87.8
9,38.60,1.2747,88.0
9,38.70,1.2776,88.2
9,38.80,1.2810,88.4
9,38.90,1.2849,88.7
9,39.00,1.2882,89.0
9,39.10,1.2915,89.2
9,39.20,1.2951,89.5
9,39.30,1.2987,89.8
9,39.40,1.3019,89.9
9,39.50,1.3048,90.1
9,39.60,1.3077,90.3
9,39.70,1.3108,90.6
9,39.80,1.3145,90.8
9,39.90,1.3188,91.2
9,40.00,1.3223,91.4
9,40.10,1.3249,91.6
9,40.20,1.3275,91.7
9,40.30,1.3305,92.0
9,40.40,1.3343,92.2
9,40.50,1.3383,92.6
9,40.60,1.3415,92.8
9,40.70,1.3447,93.0
9,40.80,1.3482,93.2
9,40.90,1.3519,93.5
9,41.00,1.3553,93.8
9,41.10,1.3583,94.0
9,41.20,1.3612,94.2
9,41.30,1.3646,94.4
9,41.40,1.3686,94.7
9,41.50,1.3724,95.0
9,41.60,1.3755,95.2
9,41.70,1.3782,95.4
9,41.80,1.3809,95.6
9,41.90,1.3841,95.8
9,42.00,1.3877,96.1
9,42.10,1.3913,96.4
9,42.20,1.3947,96.6
9,42.30,1.3983,96.9
9,42.40,1.4020,97.1
9,42.50,1.4056,97.4
9,42.60,1.4087,97.6
9,42.70,1.4115,97.8
9,42.80,1.4145,98.0
9,42.90,1.4179,98.2
9,43.00,1.4217,98.5
9,43.10,1.4253,98.8
9,43.20,1.4281,99.0
9,43.30,1.4307,99.1
9,43.40,1.4336,99.3
9,43.50,1.4369,99.6
9,43.60,1.4408,99.9
9,43.70,1.4444,100.2
9,43.80,1.4479,100.4
9,43.90,1.4515,100.7
9,44.00,1.4551,100.9
9,44.10,1.4586,101.2
9,44.20,1.4616,101.4
9,44.30,1.4645,101.5
9,44.40,1.4676,101.8
9,44.50,1.4711,102.0
9,44.60,1.4751,102.3
9,44.70,1.4788,102.6
9,44.80,1.4818,102.8
9,44.90,1.4845,103.0
9,45.00,1.4876,103.2
9,45.10,1.4914,103.5
9,45.20,1.4952,103.8
9,45.30,1.4985,104.0
9,45.40,1.5018,104.2
9,45.50,1.5053,104.5
9,45.60,1.5087,104.7
9,45.70,1.5118,104.9
9,45.80,1.5148,105.1
9,45.90,1.5177,105.3
9,46.00,1.5210,105.6
9,46.10,1.5248,105.9
9,46.20,1.5288,106.2
9,46.30,1.5320,106.3
9,46.40,1.5346,106.5
9,46.50,1.5374,106.7
9,46.60,1.5407,107.0
9,46.70,1.5447,107.3
9,46.80,1.5482,107.5
9,46.90,1.5513,107.7
9,47.00,1.5547,108.0
9,47.10,1.5584,108.3
9,47.20,1.5620,108.5
9,47.30,1.5652,108.7
9,47.40,1.5682,108.9
9,47.50,1.5713,109.1
9,47.60,1.5750,109.4
9,47.70,1.5789,109.7
9,47.80,1.5824,109.9
9,47.90,1.5853,110.1
9,48.00,1.5879,110.3
9,48.10,1.5908,110.5
9,48.20,1.5941,110.7
9,48.30,1.5978,111.0
9,48.40,1.6012,111.3
9,48.50,1.6045,111.5
9,48.60,1.6082,111.8
9,48.70,1.6119,112.0
9,48.80,1.6153,112.3
9,48.90,1.6183,112.5
9,49.00,1.6212,112.7
9,49.10,1.6244,112.9
9,49.20,1.6282,113.2
9,49.30,1.6321,113.4
9,49.40,1.6352,113.7
9,49.50,1.6378,113.8
9,49.60,1.6406,114.0
9,49.70,1.6438,114.2
9,49.80,1.6477,114.5
9,49.90,1.6516,114.8
9,50.00,1.6549,115.0
9,50.10,1.6584,115.3
9,50.20,1.6621,115.6
9,50.30,1.6657,115.8
9,50.40,1.6688,116.0
9,50.50,1.6717,116.2
9,50.60,1.6746,116.4
9,50.70,1.6778,116.6
9,50.80,1.6816,116.9
9,50.90,1.6855,117.2
9,51.00,1.6886,117.4
9,51.10,1.6914,117.6
9,51.20,1.6943,117.8
9,51.30,1.6977,118.0
9,51.40,1.7014,118.3
9,51.50,1.7046,118.5
9,51.60,1.7079,118.8
9,51.70,1.7115,119.0
9,51.80,1.7152,119.3
9,51.90,1.7186,119.5
9,52.00,1.7215,119.7
9,52.10,1.7244,119.9
9,52.20,1.7275,120.1
9,52.30,1.7311,120.4
9,52.40,1.7351,120.7
9,52.50,1.7388,121.0
9,52.60,1.7416,121.1
9,52.70,1.7443,121.3
9,52.80,1.7472,121.5
9,52.90,1.7508,121.8
9,53.00,1.7546,122.1
9,53.10,1.7580,122.3
9,53.20,1.7611,122.5
9,53.30,1.7646,122.8
9,53.40,1.7684,123.0
9,53.50,1.7720,123.3
9,53.60,1.7750,123.5
9,53.70,1.7780,123.7
9,53.80,1.7814,123.9
9,53.90,1.7853,124.2
9,54.00,1.7892,124.5
9,54.10,1.7924,124.7
9,54.20,1.7950,124.9
9,54.30,1.7977,125.0
9,54.40,1.8008,125.3
9,54.50,1.8045,125.6
9,54.60,1.8080,125.8
9,54.70,1.8111,126.0
9,54.80,1.8146,126.3
9,54.90,1.8183,126.5
9,55.00,1.8220,126.8
9,55.10,1.8254,127.1
9,55.20,1.8283,127.2
9,55.30,1.8312,127.4
9,55.40,1.8345,127.7
9,55.50,1.8384,128.0
9,55.60,1.8420,128.2
9,55.70,1.8448,128.4
9,55.80,1.8474,128.5
9,55.90,1.8504,128.7
9,56.00,1.8539,129.0
9,56.10,1.8578,129.3
9,56.20,1.8614,129.6
9,56.30,1.8647,129.8
9,56.40,1.8684,130.1
9,56.50,1.8721,130.3
9,56.60,1.8756,130.6
9,56.70,1.8787,130.8
9,56.80,1.8815,130.9
9,56.90,1.8845,131.2
9,57.00,1.8880,131.4
9,57.10,1.8918,131.7
9,57.20,1.8953,131.9
9,57.30,1.8983,132.1
9,57.40,1.9010,132.3
9,57.50,1.9041,132.5
9,57.60,1.9079,132.8
9,57.70,1.9115,133.1
9,57.80,1.9147,133.3
9,57.90,1.9181,133.5
9,58.00,1.9218,133.8
9,58.10,1.9254,134.0
9,58.20,1.9284,134.2
9,58.30,1.9313,134.4
9,58.40,1.9342,134.6
9,58.50,1.9374,134.8
9,58.60,1.9412,135.1
9,58.70,1.9452,135.4
9,58.80,1.9485,135.7
9,58.90,1.9513,135.8
9,59.00,1.9541,136.0
9,59.10,1.9575,136.2
9,59.20,1.9613,136.5
9,59.30,1.9649,136.8
9,59.40,1.9682,137.0
9,59.50,1.9716,137.2
9,59.60,1.9753,137.5
9,59.70,1.9789,137.7
9,59.80,1.9820,137.9
9,59.90,1.9848,138.1
9,60.00,1.9879,138.3
9,60.10,1.9916,138.6
9,60.20,1.9957,138.9
9,60.30,1.9992,139.2
9,60.40,2.0019,139.3
9,60.50,2.0045,139.5
9,60.60,2.0074,139.7
9,60.70,2.0108,139.9
9,60.80,2.0145,140.2
9,60.90,2.0179,140.4
9,61.00,2.0212,140.7
9,61.10,2.0248,140.9
9,61.20,2.0285,141.2
9,61.30,2.0320,141.5
9,61.40,2.0350,141.6
9,61.50,2.0379,141.8
9,61.60,2.0410,142.0
9,61.70,2.0447,142.3
9,61.80,2.0488,142.6
9,61.90,2.0520,142.8
9,62.00,2.0546,143.0
9,62.10,2.0573,143.1
9,62.20,2.0605,143.3
9,62.30,2.0642,143.6
9,62.40,2.0679,143.9
9,62.50,2.0711,144.1
9,62.60,2.0746,144.4
9,62.70,2.0785,144.7
9,62.80,2.0822,144.9
9,62.90,2.0854,145.1
9,63.00,2.0882,145.3
9,63.10,2.0911,145.5
9,63.20,2.0945,145.7
9,63.30,2.0982,146.0
9,63.40,2.1019,146.3
9,63.50,2.1051,146.5
9,63.60,2.1079,146.6
9,63.70,2.1108,146.8
9,63.80,2.1142,147.1
9,63.90,2.1182,147.4
9,64.00,2.1215,147.6
9,64.10,2.1247,147.8
9,64.20,2.1283,148.1
9,64.30,2.1321,148.3
9,64.40,2.1354,148.5
9,64.50,2.1383,148.7
9,64.60,2.1411,148.9
9,64.70,2.1443,149.1
9,64.80,2.1479,149.4
9,64.90,2.1520,149.7
9,65.00,2.1555,149.9
9,65.10,2.1583,150.1
9,65.20,2.1610,150.3
9,65.30,2.1640,150.5
9,65.40,2.1679,150.8
9,65.50,2.1717,151.0
9,65.60,2.1749,151.3
9,65.70,2.1780,151.5
9,65.80,2.1815,151.7
9,65.90,2.1853,152.0
9,66.00,2.1887,152.2
9,66.10,2.1916,152.4
9,66.20,2.1945,152.6
9,66.30,2.1979,152.8
9,66.40,2.2019,153.1
9,66.50,2.2057,153.4
9,66.60,2.2089,153.6
9,66.70,2.2116,153.8
9,66.80,2.2143,153.9
9,66.90,2.2174,154.1
9,67.00,2.2210,154.4
9,67.10,2.2245,154.7
9,67.20,2.2278,154.9
9,67.30,2.2313,155.1
9,67.40,2.2350,155.4
9,67.50,2.2387,155.6
9,67.60,2.2420,155.9
9,67.70,2.2449,156.1
9,67.80,2.2479,156.3
9,67.90,2.2513,156.5
9,68.00,2.2553,156.8
9,68.10,2.2589,157.0
9,68.20,2.2617,157.2
9,68.30,2.2642,157.4
9,68.40,2.2671,157.5
9,68.50,2.2706,157.8
9,68.60,2.2746,158.1
9,68.70,2.2780,158.3
9,68.80,2.2814,158.6
9,68.90,2.2850,158.8
9,69.00,2.2887,159.1
9,69.10,2.2922,159.3
9,69.20,2.2952,159.5
9,69.30,2.2980,159.7
9,69.40,2.3012,159.9
9,69.50,2.3047,160.1
9,69.60,2.3084,160.4
9,69.70,2.3119,160.7
9,69.80,2.3149,160.8
9,69.90,2.3176,161.0
9,70.00,2.3208,161.2
9,70.10,2.3246,161.5
9,70.20,2.3282,161.8
9,70.30,2.3315,162.0
9,70.40,2.3348,162.2
9,70.50,2.3385,162.5
9,70.60,2.3420,162.7
9,70.70,2.3452,162.9
9,70.80,2.3481,163.1
9,70.90,2.3510,163.3
9,71.00,2.3542,163.5
9,71.10,2.3581,163.8
9,71.20,2.3620,164.1
9,71.30,2.3652,164.3
9,71.40,2.3679,164.4
9,71.50,2.3708,164.6
9,71.60,2.3741,164.8
9,71.70,2.3781,165.1
9,71.80,2.3817,165.4
9,71.90,2.3849,165.6
9,72.00,2.3882,165.8
9,72.10,2.3918,166.1
9,72.20,2.3954,166.3
9,72.30,2.3984,166.5
9,72.40,2.4013,166.7
9,72.50,2.4044,166.9
9,72.60,2.4079,167.2
9,72.70,2.4118,167.4
9,72.80,2.4155,167.7
9,72.90,2.4185,167.9
9,73.00,2.4211,168.0
9,73.10,2.4240,168.2
9,73.20,2.4274,168.5
9,73.30,2.4310,168.7
9,73.40,2.4344,168.9
9,73.50,2.4377,169.2
9,73.60,2.4415,169.5
9,73.70,2.4452,169.7
9,73.80,2.4486,169.9
9,73.90,2.4517,170.1
9,74.00,2.4546,170.3
9,74.10,2.4578,170.5
9,74.20,2.4617,170.8
9,74.30,2.4657,171.1
9,74.40,2.4688,171.3
9,74.50,2.4713,171.4
9,74.60,2.4741,171.6
9,74.70,2.4772,171.8
9,74.80,2.4812,172.1
9,74.90,2.4850,172.4
9,75.00,2.4883,172.6
9,75.10,2.4916,172.8
9,75.20,2.4952,173.1
9,75.30,2.4989,173.3
9,75.40,2.5021,173.6
9,75.50,2.5050,173.7
9,75.60,2.5079,173.9
9,75.70,2.5111,174.1
9,75.80,2.5148,174.4
9,75.90,2.5185,174.6
9,76.00,2.5218,174.8
9,76.10,2.5246,175.0
9,76.20,2.5274,175.2
9,76.30,2.5307,175.4
9,76.40,2.5345,175.7
9,76.50,2.5380,175.9
9,76.60,2.5413,176.1
9,76.70,2.5448,176.4
9,76.80,2.5485,176.6
9,76.90,2.5518,176.9
9,77.00,2.5549,177.1
9,77.10,2.5578,177.2
9,77.20,2.5609,177.4
9,77.30,2.5646,177.7
9,77.40,2.5688,178.0
9,77.50,2.5723,178.2
9,77.60,2.5750,178.4
9,77.70,2.5777,178.6
9,77.80,2.5807,178.8
9,77.90,2.5845,179.0
9,78.00,2.5884,179.3
9,78.10,2.5916,179.5
9,78.20,2.5949,179.7
9,78.30,2.5984,180.0
9,78.40,2.6020,180.2
9,78.50,2.6054,180.5
9,78.60,2.6084,180.6
9,78.70,2.6113,180.8
9,78.80,2.6146,181.0
9,78.90,2.6185,181.3
9,79.00,2.6224,181.6
9,79.10,2.6256,181.8
9,79.20,2.6282,181.9
9,79.30,2.6309,182.1
9,79.40,2.6340,182.3
9,79.50,2.6376,182.6
9,79.60,2.6411,182.8
9,79.70,2.6445,183.0
9,79.80,2.6481,183.3
9,79.90,2.6518,183.5
9,80.00,2.6553,183.8
9,80.10,2.6585,184.0
9,80.20,2.6615,184.1
9,80.30,2.6645,184.3
9,80.40,2.6679,184.6
9,80.50,2.6717,184.8
9,80.60,2.6753,185.1
9,80.70,2.6781,185.2
9,80.80,2.6808,185.4
9,80.90,2.6837,185.6
9,81.00,2.6872,185.8
9,81.10,2.6911,186.1
9,81.20,2.6947,186.4
9,81.30,2.6981,186.6
9,81.40,2.7017,186.8
9,81.50,2.7056,187.1
9,81.60,2.7090,187.3
9,81.70,2.7119,187.5
9,81.80,2.7147,187.6
9,81.90,2.7177,187.8
9,82.00,2.7212,188.1
9,82.10,2.7250,188.4
9,82.20,2.7286,188.6
9,82.30,2.7315,188.8
9,82.40,2.7342,188.9
9,82.50,2.7373,189.1
9,82.60,2.7411,189.4
9,82.70,2.7447,189.6
9,82.80,2.7480,189.9
9,82.90,2.7515,190.1
9,83.00,2.7551,190.3
9,83.10,2.7586,190.6
9,83.20,2.7618,190.8
9,83.30,2.7647,191.0
9,83.40,2.7676,191.1
9,83.50,2.7709,191.4
9,83.60,2.7747,191.6
9,83.70,2.7786,191.9
9,83.80,2.7818,192.1
9,83.90,2.7846,192.3
9,84.00,2.7875,192.4
9,84.10,2.7908,192.7
9,84.20,2.7948,192.9
9,84.30,2.7983,193.2
9,84.40,2.8013,193.4
9,84.50,2.8047,193.6
9,84.60,2.8085,193.9
9,84.70,2.8121,194.1
9,84.80,2.8153,194.3
9,84.90,2.8182,194.4
9,85.00,2.8213,194.6
9,85.10,2.8249,194.9
9,85.20,2.8288,195.2
9,85.30,2.8324,195.4
9,85.40,2.8353,195.6
9,85.50,2.8379,195.7
9,85.60,2.8407,195.9
9,85.70,2.8442,196.1
9,85.80,2.8479,196.4
9,85.90,2.8512,196.6
9,86.00,2.8545,196.8
9,86.10,2.8582,197.1
9,86.20,2.8620,197.3
9,86.30,2.8654,197.6
9,86.40,2.8685,197.8
9,86.50,2.8714,197.9
9,86.60,2.8746,198.1
9,86.70,2.8785,198.4
9,86.80,2.8824,198.7
9,86.90,2.8854,198.9
9,87.00,2.8880,199.0
9,87.10,2.8907,199.1
9,87.20,2.8938,199.3
9,87.30,2.8977,199.6
9,87.40,2.9015,199.9
9,87.50,2.9048,200.1
9,87.60,2.9083,200.3
9,87.70,2.9121,200.6
9,87.80,2.9157,200.8
9,87.90,2.9187,201.0
9,88.00,2.9214,201.2
9,88.10,2.9243,201.3
9,88.20,2.9276,201.5
9,88.30,2.9314,201.8
9,88.40,2.9353,202.1
9,88.50,2.9385,202.3
9,88.60,2.9412,202.4
9,88.70,2.9440,202.6
9,88.80,2.9474,202.8
9,88.90,2.9514,203.1
9,89.00,2.9549,203.3
9,89.10,2.9581,203.5
9,89.20,2.9616,203.8
9,89.30,2.9653,204.0
9,89.40,2.9686,204.2
9,89.50,2.9716,204.4
9,89.60,2.9745,204.6
9,89.70,2.9776,204.7
9,89.80,2.9813,205.0
9,89.90,2.9854,205.3
9,90.00,2.9890,205.6
9,90.10,2.9918,205.7
9,90.20,2.9944,205.8
9,90.30,2.9974,206.0
9,90.40,3.0009,206.3
9,90.50,3.0048,206.5
9,90.60,3.0081,206.7
9,90.70,3.0112,206.9
9,90.80,3.0147,207.1
9,90.90,3.0183,207.4
9,91.00,3.0219,207.6
9,91.10,3.0248,207.8
9,91.20,3.0278,208.0
9,91.30,3.0311,208.2
9,91.40,3.0348,208.4
9,91.50,3.0387,208.7
9,91.60,3.0421,208.9
9,91.70,3.0448,209.1
9,91.80,3.0475,209.2
9,91.90,3.0506,209.4
9,92.00,3.0543,209.7
9,92.10,3.0580,209.9
9,92.20,3.0614,210.1
9,92.30,3.0650,210.4
9,92.40,3.0688,210.6
9,92.50,3.0724,210.8
9,92.60,3.0755,211.0
9,92.70,3.0783,211.2
9,92.80,3.0813,211.4
9,92.90,3.0847,211.6
9,93.00,3.0886,211.8
9,93.10,3.0921,212.1
9,93.20,3.0948,212.2
9,93.30,3.0975,212.4
9,93.40,3.1004,212.6
9,93.50,3.1039,212.8
9,93.60,3.1079,213.1
9,93.70,3.1114,213.3
9,93.80,3.1148,213.5
9,93.90,3.1185,213.8
9,94.00,3.1221,214.0
9,94.10,3.1254,214.2
9,94.20,3.1283,214.4
9,94.30,3.1312,214.5
9,94.40,3.1343,214.7
9,94.50,3.1378,214.9
9,94.60,3.1416,215.2
9,94.70,3.1451,215.4
9,94.80,3.1480,215.6
9,94.90,3.1508,215.8
9,95.00,3.1539,215.9
9,95.10,3.1577,216.2
9,95.20,3.1616,216.5
9,95.30,3.1649,216.7
9,95.40,3.1683,216.9
9,95.50,3.1719,217.1
9,95.60,3.1754,217.3
9,95.70,3.1786,217.5
9,95.80,3.1815,217.7
9,95.90,3.1845,217.9
9,96.00,3.1879,218.1
9,96.10,3.1919,218.4
9,96.20,3.1958,218.6
9,96.30,3.1987,218.8
9,96.40,3.2013,218.9
9,96.50,3.2041,219.1
9,96.60,3.2076,219.3
9,96.70,3.2116,219.6
9,96.80,3.2151,219.8
9,96.90,3.2181,220.0
9,97.00,3.2214,220.2
9,97.10,3.2250,220.4
9,97.20,3.2286,220.6
9,97.30,3.2318,220.8
9,97.40,3.2347,221.0
9,97.50,3.2378,221.2
9,97.60,3.2415,221.5
9,97.70,3.2454,221.7
9,97.80,3.2489,221.9
9,97.90,3.2518,222.1
9,98.00,3.2545,222.2
9,98.10,3.2575,222.4
9,98.20,3.2609,222.6
9,98.30,3.2645,222.8
9,98.40,3.2678,223.0
9,98.50,3.2711,223.3
9,98.60,3.2747,223.5
9,98.70,3.2785,223.7
9,98.80,3.2820,224.0
9,98.90,3.2851,224.1
9,99.00,3.2880,224.3
9,99.10,3.2912,224.5
9,99.20,3.2950,224.8
9,99.30,3.2990,225.0
9,99.40,3.3021,225.2
9,99.50,3.3046,225.3
9,99.60,3.3073,225.5
9,99.70,3.3104,225.6
9,99.80,3.3141,225.9
9,99.90,3.3179,226.2
9,100.00,3.3212,226.4
9,100.10,3.3246,226.6
9,100.20,3.3284,226.8
9,100.30,3.3321,227.1
9,100.40,3.3353,227.2
9,100.50,3.3382,227.4
9,100.60,3.3411,227.6
9,100.70,3.3444,227.8
9,100.80,3.3480,228.0
9,100.90,3.3517,228.2
9,101.00,3.3550,228.4
9,101.10,3.3578,228.6
9,101.20,3.3607,228.7
9,101.30,3.3642,229.0
9,101.40,3.3682,229.2
9,101.50,3.3716,229.5
9,101.60,3.3748,229.6
9,101.70,3.3784,229.9
9,101.80,3.3821,230.1
9,101.90,3.3856,230.3
9,102.00,3.3885,230.5
9,102.10,3.3913,230.6
9,102.20,3.3944,230.8
9,102.30,3.3981,231.0
9,102.40,3.4020,231.3
9,102.50,3.4055,231.5
9,102.60,3.4083,231.7
9,102.70,3.4109,231.8
9,102.80,3.4139,232.0
9,102.90,3.4177,232.2
9,103.00,3.4216,232.5
9,103.10,3.4249,232.7
9,103.20,3.4280,232.9
9,103.30,3.4314,233.1
9,103.40,3.4350,233.3
9,103.50,3.4386,233.5
9,103.60,3.4417,233.7
9,103.70,3.4447,233.9
9,103.80,3.4480,234.1
9,103.90,3.4516,234.3
9,104.00,3.4554,234.6
9,104.10,3.4587,234.8
9,104.20,3.4615,234.9
9,104.30,3.4643,235.1
9,104.40,3.4675,235.2
9,104.50,3.4712,235.5
9,104.60,3.4747,235.7
9,104.70,3.4779,235.9
9,104.80,3.4814,236.1
9,104.90,3.4852,236.4
9,105.00,3.4889,236.6
9,105.10,3.4921,236.8
9,105.20,3.4950,236.9
9,105.30,3.4979,237.1
9,105.40,3.5012,237.3
9,105.50,3.5051,237.5
9,105.60,3.5088,237.7
9,105.70,3.5116,237.9
9,105.80,3.5142,238.0
9,105.90,3.5170,238.2
9,106.00,3.5205,238.4
9,106.10,3.5245,238.7
9,106.20,3.5281,238.9
9,106.30,3.5315,239.1
9,106.40,3.5351,239.3
9,106.50,3.5387,239.5
9,106.60,3.5422,239.8
9,106.70,3.5453,239.9
9,106.80,3.5481,240.1
9,106.90,3.5512,240.3
9,107.00,3.5547,240.5
9,107.10,3.5584,240.7
9,107.20,3.5619,240.9
9,107.30,3.5648,241.1
9,107.40,3.5676,241.2
9,107.50,3.5707,241.4
9,107.60,3.5745,241.6
9,107.70,3.5782,241.9
9,107.80,3.5815,242.1
9,107.90,3.5849,242.3
9,108.00,3.5887,242.5
9,108.10,3.5922,242.7
9,108.20,3.5952,242.9
9,108.30,3.5980,243.0
9,108.40,3.6009,243.2
9,108.50,3.6041,243.4
9,108.60,3.6079,243.6
9,108.70,3.6118,243.9
9,108.80,3.6150,244.0
9,108.90,3.6178,244.2
9,109.00,3.6205,244.3
9,109.10,3.6238,244.5
9,109.20,3.6278,244.8
9,109.30,3.6315,245.0
9,109.40,3.6347,245.2
9,109.50,3.6380,245.4
9,109.60,3.6416,245.6
9,109.70,3.6453,245.9
9,109.80,3.6484,246.0
9,109.90,3.6513,246.2
9,110.00,3.6544,246.3
9,110.10,3.6581,246.6
9,110.20,3.6621,246.8
9,110.30,3.6657,247.1
9,110.40,3.6686,247.2
9,110.50,3.6713,247.3
9,110.60,3.6742,247.5
9,110.70,3.6777,247.7
9,110.80,3.6814,247.9
9,110.90,3.6847,248.1
9,111.00,3.6881,248.3
9,111.10,3.6918,248.6
9,111.20,3.6956,248.8
9,111.30,3.6989,249.0
9,111.40,3.7018,249.1
9,111.50,3.7046,249.3
9,111.60,3.7078,249.4
9,111.70,3.7117,249.7
9,111.80,3.7157,250.0
9,111.90,3.7186,250.1
9,112.00,3.7211,250.2
9,112.10,3.7238,250.3
9,112.20,3.7269,250.5
9,112.30,3.7308,250.8
9,112.40,3.7347,251.0
9,112.50,3.7380,251.2
9,112.60,3.7415,251.4
9,112.70,3.7453,251.7
9,112.80,3.7490,251.9
9,112.90,3.7522,252.1
9,113.00,3.7550,252.2
9,113.10,3.7579,252.4
9,113.20,3.7611,252.5
9,113.30,3.7648,252.8
9,113.40,3.7685,253.0
9,113.50,3.7717,253.2
9,113.60,3.7745,253.3
9,113.70,3.7774,253.5
9,113.80,3.7808,253.7
9,113.90,3.7849,253.9
9,114.00,3.7884,254.1
9,114.10,3.7916,254.3
9,114.20,3.7951,254.5
9,114.30,3.7987,254.7
9,114.40,3.8019,254.9
9,114.50,3.8048,255.1
9,114.60,3.8078,255.2
9,114.70,3.8108,255.4
9,114.80,3.8145,255.6
9,114.90,3.8186,255.9
9,115.00,3.8222,256.1
9,115.10,3.8251,256.2
9,115.20,3.8277,256.4
9,115.30,3.8308,256.5
9,115.40,3.8345,256.7
9,115.50,3.8384,257.0
9,115.60,3.8417,257.2
9,115.70,3.8448,257.4
9,115.80,3.8483,257.6
9,115.90,3.8519,257.8
9,116.00,3.8552,258.0
9,116.10,3.8581,258.1
9,116.20,3.8610,258.3
9,116.30,3.8643,258.5
9,116.40,3.8682,258.7
9,116.50,3.8720,258.9
9,116.60,3.8752,259.1
9,116.70,3.8780,259.2
9,116.80,3.8809,259.4
9,116.90,3.8842,259.6
9,117.00,3.8881,259.8
9,117.10,3.8917,260.0
9,117.20,3.8949,260.2
9,117.30,3.8984,260.4
9,117.40,3.9022,260.6
9,117.50,3.9059,260.8
9,117.60,3.9089,261.0
9,117.70,3.9116,261.1
9,117.80,3.9145,261.3
9,117.90,3.9177,261.4
9,118.00,3.9215,261.7
9,118.10,3.9252,261.9
9,118.20,3.9280,262.0
9,118.30,3.9306,262.1
9,118.40,3.9334,262.3
9,118.50,3.9369,262.5
9,118.60,3.9409,262.7
9,118.70,3.9446,263.0
9,118.80,3.9479,263.2
9,118.90,3.9515,263.4
9,119.00,3.9553,263.6
9,119.10,3.9588,263.8
9,119.20,3.9618,263.9
9,119.30,3.9646,264.1
9,119.40,3.9678,264.2
9,119.50,3.9712,264.4
9,119.60,3.9750,264.6
9,119.70,3.9786,264.8
9,119.80,3.9815,265.0
9,119.90,3.9842,265.1
9,120.00,3.9874,265.3
9,120.10,3.9912,265.5
9,120.20,3.9950,265.7
9,120.30,3.9982,265.9
9,120.40,4.0016,266.1
9,120.50,4.0053,266.3
9,120.60,4.0088,266.5
9,120.70,4.0120,266.7
9,120.80,4.0149,266.8
9,120.90,4.0178,266.9
9,121.00,4.0212,267.1
9,121.10,4.0250,267.4
9,121.20,4.0289,267.6
9,121.30,4.0320,267.8
9,121.40,4.0346,267.9
9,121.50,4.0374,268.0
9,121.60,4.0407,268.2
9,121.70,4.0447,268.4
9,121.80,4.0482,268.6
9,121.90,4.0514,268.8
9,122.00,4.0547,269.0
9,122.10,4.0584,269.2
9,122.20,4.0620,269.4
9,122.30,4.0652,269.6
9,122.40,4.0680,269.7
