beam_id,time_s,displacement_mm,force_N
13,351.30,11.6990,239.5
13,351.40,11.7016,238.6
13,351.50,11.7042,237.8
13,351.60,11.7070,237.0
13,351.70,11.7106,236.3
13,351.80,11.7143,235.6
13,351.90,11.7176,234.9
13,352.00,11.7211,234.2
13,352.10,11.7249,233.5
13,352.20,11.7284,232.9
13,352.30,11.7317,232.2
13,352.40,11.7347,231.5
13,352.50,11.7377,230.8
13,352.60,11.7410,230.2
13,352.70,11.7449,229.6
13,352.80,11.7486,229.1
13,352.90,11.7517,228.5
13,353.00,11.7543,227.8
13,353.10,11.7571,227.2
13,353.20,11.7603,226.5
13,353.30,11.7639,225.9
13,353.40,11.7675,225.3
13,353.50,11.7709,224.7
13,353.60,11.7745,224.1
13,353.70,11.7781,223.5
13,353.80,11.7817,222.9
13,353.90,11.7850,222.3
13,354.00,11.7879,221.7
13,354.10,11.7909,221.0
13,354.20,11.7943,220.2
13,354.30,11.7984,219.6
13,354.40,11.8021,219.0
13,354.50,11.8049,218.3
13,354.60,11.8076,217.6
13,354.70,11.8105,216.8
13,354.80,11.8139,216.1
13,354.90,11.8178,215.4
13,355.00,11.8213,214.7
13,355.10,11.8246,214.0
13,355.20,11.8282,213.2
13,355.30,11.8315,212.5
13,355.40,11.8347,211.9
13,355.50,11.8379,211.2
13,355.60,11.8408,210.4
13,355.70,11.8440,209.7
13,355.80,11.8477,209.1
13,355.90,11.8518,208.4
13,356.00,11.8552,207.7
13,356.10,11.8579,207.0
13,356.20,11.8606,206.3
13,356.30,11.8637,205.6
13,356.40,11.8675,205.0
13,356.50,11.8711,204.4
13,356.60,11.8741,203.7
13,356.70,11.8774,203.1
13,356.80,11.8810,202.5
13,356.90,11.8846,202.0
13,357.00,11.8881,201.5
13,357.10,11.8913,200.9
13,357.20,11.8944,200.4
13,357.30,11.8978,199.9
13,357.40,11.9018,199.4
13,357.50,11.9058,199.0
13,357.60,11.9087,198.4
13,357.70,11.9111,197.9
13,357.80,11.9138,197.4
13,357.90,11.9170,196.9
13,358.00,11.9208,196.4
13,358.10,11.9243,195.9
13,358.20,11.9275,195.4
13,358.30,11.9311,194.9
13,358.40,11.9347,194.4
13,358.50,11.9382,193.9
13,358.60,11.9414,193.5
13,358.70,11.9444,193.0
13,358.80,11.9475,192.5
13,358.90,11.9511,191.8
13,359.00,11.9550,191.4
13,359.10,11.9584,190.9
13,359.20,11.9612,190.4
13,359.30,11.9638,189.9
13,359.40,11.9668,189.4
13,359.50,11.9703,189.0
13,359.60,11.9742,188.6
13,359.70,11.9776,188.2
13,359.80,11.9810,187.7
13,359.90,11.9846,187.4
13,360.00,11.9882,187.0
13,360.10,11.9916,186.6
13,360.20,11.9947,186.2
13,360.30,11.9976,185.8
13,360.40,12.0008,185.4
13,360.50,12.0045,185.1
13,360.60,12.0087,184.8
13,360.70,12.0121,184.4
13,360.80,12.0147,184.0
13,360.90,12.0174,183.5
13,361.00,12.0206,183.1
13,361.10,12.0244,182.8
13,361.20,12.0280,182.4
13,361.30,12.0312,182.0
13,361.40,12.0345,181.6
13,361.50,12.0381,181.2
13,361.60,12.0414,180.8
13,361.70,12.0446,180.4
13,361.80,12.0477,180.0
13,361.90,12.0507,179.6
13,362.00,12.0541,179.3
13,362.10,12.0581,179.0
13,362.20,12.0621,178.7
13,362.30,12.0651,178.3
13,362.40,12.0677,177.9
13,362.50,12.0706,177.5
13,362.60,12.0740,177.2
13,362.70,12.0777,176.9
13,362.80,12.0809,176.6
13,362.90,12.0840,176.2
13,363.00,12.0875,175.9
13,363.10,12.0910,175.6
13,363.20,12.0945,175.3
13,363.30,12.0978,175.0
13,363.40,12.1010,174.3
13,363.50,12.1042,173.9
13,363.60,12.1080,173.5
13,363.70,12.1123,173.2
13,363.80,12.1159,172.8
13,363.90,12.1185,172.3
13,364.00,12.1210,171.8
13,364.10,12.1238,171.4
13,364.20,12.1273,171.0
13,364.30,12.1309,170.6
13,364.40,12.1341,170.1
13,364.50,12.1375,169.6
13,364.60,12.1411,169.0
13,364.70,12.1447,168.6
13,364.80,12.1481,168.3
13,364.90,12.1512,167.8
13,365.00,12.1543,167.4
13,365.10,12.1576,167.1
13,365.20,12.1615,166.8
13,365.30,12.1653,166.5
13,365.40,12.1683,166.2
13,365.50,12.1710,165.8
13,365.60,12.1738,165.5
13,365.70,12.1770,165.2
13,365.80,12.1808,165.0
13,365.90,12.1842,164.7
13,366.00,12.1874,164.4
13,366.10,12.1910,164.2
13,366.20,12.1948,164.0
13,366.30,12.1983,163.8
13,366.40,12.2016,163.5
13,366.50,12.2046,163.3
13,366.60,12.2076,163.0
13,366.70,12.2110,162.8
13,366.80,12.2150,162.6
13,366.90,12.2188,162.4
13,367.00,12.2217,162.2
13,367.10,12.2243,161.9
13,367.20,12.2272,161.6
13,367.30,12.2306,161.5
13,367.40,12.2345,161.3
13,367.50,12.2378,161.1
13,367.60,12.2410,160.8
13,367.70,12.2445,160.7
13,367.80,12.2480,160.4
13,367.90,12.2513,160.2
13,368.00,12.2545,160.0
13,368.10,12.2575,159.7
13,368.20,12.2606,159.5
13,368.30,12.2642,159.3
13,368.40,12.2681,159.2
13,368.50,12.2717,159.0
13,368.60,12.2746,158.7
13,368.70,12.2773,158.5
13,368.80,12.2803,158.3
13,368.90,12.2840,158.1
13,369.00,12.2876,158.0
13,369.10,12.2907,157.7
13,369.20,12.2941,157.6
13,369.30,12.2978,157.4
13,369.40,12.3014,157.3
13,369.50,12.3048,157.1
13,369.60,12.3079,156.9
13,369.70,12.3111,156.7
13,369.80,12.3145,156.5
13,369.90,12.3186,156.5
13,370.00,12.3225,156.3
13,370.10,12.3253,156.1
13,370.20,12.3278,155.9
13,370.30,12.3305,155.7
13,370.40,12.3337,155.5
13,370.50,12.3375,155.4
13,370.60,12.3409,155.2
13,370.70,12.3441,155.0
13,370.80,12.3476,154.9
13,370.90,12.3514,154.7
13,371.00,12.3549,154.6
13,371.10,12.3582,154.4
13,371.20,12.3612,154.2
13,371.30,12.3643,154.1
13,371.40,12.3678,153.9
13,371.50,12.3718,153.8
13,371.60,12.3753,153.7
13,371.70,12.3780,153.4
13,371.80,12.3807,153.2
13,371.90,12.3836,153.0
13,372.00,12.3872,152.9
13,372.10,12.3910,152.7
13,372.20,12.3942,152.5
13,372.30,12.3975,152.3
13,372.40,12.4012,152.0
13,372.50,12.4049,151.8
13,372.60,12.4084,151.6
13,372.70,12.4116,151.4
13,372.80,12.4145,151.1
13,372.90,12.4176,150.9
13,373.00,12.4213,150.8
13,373.10,12.4252,150.6
13,373.20,12.4285,150.4
13,373.30,12.4311,150.2
13,373.40,12.4338,149.9
13,373.50,12.4369,149.7
13,373.60,12.4407,149.5
13,373.70,12.4444,149.3
13,373.80,12.4477,149.1
13,373.90,12.4511,148.9
13,374.00,12.4548,148.6
13,374.10,12.4582,148.3
13,374.20,12.4615,146.6
13,374.30,12.4644,146.3
13,374.40,12.4674,146.0
13,374.50,12.4708,145.8
13,374.57,12.4736,145.6
14,0.00,0.0000,0.0
14,0.10,0.0002,0.0
14,0.20,0.0008,0.0
14,0.30,0.0018,-0.1
14,0.40,0.0037,-0.1
14,0.50,0.0058,-0.1
14,0.60,0.0080,0.0
14,0.70,0.0115,0.1
14,0.80,0.0157,0.2
14,0.90,0.0196,0.4
14,1.00,0.0234,0.6
14,1.10,0.0270,0.9
14,1.20,0.0304,1.1
14,1.30,0.0335,1.3
14,1.40,0.0365,1.5
14,1.50,0.0396,1.8
14,1.60,0.0431,2.0
14,1.70,0.0467,2.3
14,1.80,0.0500,2.7
14,1.90,0.0534,3.0
14,2.00,0.0571,3.4
14,2.10,0.0606,3.7
14,2.20,0.0639,4.1
14,2.30,0.0671,4.4
14,2.40,0.0701,4.7
14,2.50,0.0733,5.1
14,2.60,0.0768,5.4
14,2.70,0.0803,5.8
14,2.80,0.0837,6.2
14,2.90,0.0867,6.5
14,3.00,0.0896,6.8
14,3.10,0.0928,7.1
14,3.20,0.0964,7.5
14,3.30,0.1000,7.9
14,3.40,0.1032,8.3
14,3.50,0.1067,8.7
14,3.60,0.1104,9.1
14,3.70,0.1138,9.4
14,3.80,0.1172,9.8
14,3.90,0.1203,10.1
14,4.00,0.1234,10.5
14,4.10,0.1268,10.8
14,4.20,0.1304,11.3
14,4.30,0.1340,11.7
14,4.40,0.1371,12.0
14,4.50,0.1399,12.3
14,4.60,0.1429,12.7
14,4.70,0.1463,13.1
14,4.80,0.1500,13.5
14,4.90,0.1533,13.8
14,5.00,0.1565,14.2
14,5.10,0.1600,14.6
14,5.20,0.1636,15.0
14,5.30,0.1670,15.4
14,5.40,0.1703,15.8
14,5.50,0.1733,16.1
14,5.60,0.1764,16.5
14,5.70,0.1800,16.8
14,5.80,0.1838,17.2
14,5.90,0.1873,17.6
14,6.00,0.1903,18.0
14,6.10,0.1931,18.2
14,6.20,0.1960,18.6
14,6.30,0.1997,19.0
14,6.40,0.2035,19.4
14,6.50,0.2069,19.8
14,6.60,0.2103,20.2
14,6.70,0.2138,20.5
14,6.80,0.2174,20.9
14,6.90,0.2209,21.3
14,7.00,0.2240,21.7
14,7.10,0.2270,22.0
14,7.20,0.2303,22.4
14,7.30,0.2339,22.8
14,7.40,0.2372,23.2
14,7.50,0.2404,23.6
14,7.60,0.2433,23.9
14,7.70,0.2462,24.3
14,7.80,0.2495,24.6
14,7.90,0.2533,25.1
14,8.00,0.2568,25.5
14,8.10,0.2600,25.9
14,8.20,0.2634,26.3
14,8.30,0.2671,26.7
14,8.40,0.2705,27.1
14,8.50,0.2738,27.5
14,8.60,0.2768,27.8
14,8.70,0.2797,28.2
14,8.80,0.2831,28.6
14,8.90,0.2868,29.0
14,9.00,0.2905,29.4
14,9.10,0.2938,29.8
14,9.20,0.2967,30.2
14,9.30,0.2997,30.5
14,9.40,0.3031,30.9
14,9.50,0.3069,31.4
14,9.60,0.3103,31.8
14,9.70,0.3137,32.2
14,9.80,0.3172,32.6
14,9.90,0.3206,33.0
14,10.00,0.3239,33.3
14,10.10,0.3271,33.7
14,10.20,0.3302,34.1
14,10.30,0.3333,34.5
14,10.40,0.3368,34.9
14,10.50,0.3404,35.3
14,10.60,0.3439,35.7
14,10.70,0.3469,36.1
14,10.80,0.3497,36.4
14,10.90,0.3529,36.7
14,11.00,0.3566,37.2
14,11.10,0.3602,37.6
14,11.20,0.3634,38.0
14,11.30,0.3668,38.4
14,11.40,0.3704,38.8
14,11.50,0.3739,39.3
14,11.60,0.3772,39.6
14,11.70,0.3803,40.0
14,11.80,0.3833,40.3
14,11.90,0.3867,40.7
14,12.00,0.3904,41.2
14,12.10,0.3941,41.6
14,12.20,0.3974,42.0
14,12.30,0.4002,42.3
14,12.40,0.4030,42.7
14,12.50,0.4062,43.0
14,12.60,0.4099,43.5
14,12.70,0.4134,43.9
14,12.80,0.4167,44.3
14,12.90,0.4203,44.7
14,13.00,0.4240,45.1
14,13.10,0.4274,45.5
14,13.20,0.4308,45.9
14,13.30,0.4337,46.3
14,13.40,0.4367,46.6
14,13.50,0.4401,47.0
14,13.60,0.4436,47.4
14,13.70,0.4470,47.8
14,13.80,0.4502,48.2
14,13.90,0.4530,48.5
14,14.00,0.4560,48.9
14,14.10,0.4595,49.3
14,14.20,0.4633,49.8
14,14.30,0.4667,50.1
14,14.40,0.4700,50.5
14,14.50,0.4735,50.9
14,14.60,0.4770,51.4
14,14.70,0.4804,51.7
14,14.80,0.4837,52.1
14,14.90,0.4867,52.5
14,15.00,0.4898,52.8
14,15.10,0.4934,53.3
14,15.20,0.4971,53.7
14,15.30,0.5006,54.1
14,15.40,0.5036,54.5
14,15.50,0.5065,54.8
14,15.60,0.5097,55.2
14,15.70,0.5134,55.6
14,15.80,0.5170,56.1
14,15.90,0.5203,56.4
14,16.00,0.5238,56.9
14,16.10,0.5273,57.3
14,16.20,0.5306,57.7
14,16.30,0.5339,58.0
14,16.40,0.5369,58.4
14,16.50,0.5400,58.8
14,16.60,0.5434,59.2
14,16.70,0.5471,59.6
14,16.80,0.5506,60.0
14,16.90,0.5538,60.4
14,17.00,0.5567,60.7
14,17.10,0.5596,61.1
14,17.20,0.5630,61.5
14,17.30,0.5667,61.9
14,17.40,0.5700,62.3
14,17.50,0.5732,62.7
14,17.60,0.5766,63.1
14,17.70,0.5802,63.5
14,17.80,0.5837,63.9
14,17.90,0.5870,64.3
14,18.00,0.5901,64.7
14,18.10,0.5933,65.1
14,18.20,0.5968,65.5
14,18.30,0.6005,65.9
14,18.40,0.6040,66.3
14,18.50,0.6071,66.7
14,18.60,0.6099,67.0
14,18.70,0.6129,67.4
14,18.80,0.6164,67.8
14,18.90,0.6201,68.2
14,19.00,0.6234,68.6
14,19.10,0.6268,69.0
14,19.20,0.6305,69.5
14,19.30,0.6340,69.9
14,19.40,0.6373,70.3
14,19.50,0.6404,70.6
14,19.60,0.6435,71.0
14,19.70,0.6468,71.4
14,19.80,0.6504,71.8
14,19.90,0.6539,72.2
14,20.00,0.6571,72.6
14,20.10,0.6599,72.9
14,20.20,0.6628,73.2
14,20.30,0.6661,73.6
14,20.40,0.6700,74.1
14,20.50,0.6736,74.5
14,20.60,0.6768,74.9
14,20.70,0.6803,75.3
14,20.80,0.6839,75.7
14,20.90,0.6873,76.1
14,21.00,0.6905,76.5
14,21.10,0.6935,76.8
14,21.20,0.6966,77.2
14,21.30,0.7000,77.6
14,21.40,0.7037,78.0
14,21.50,0.7072,78.5
14,21.60,0.7105,78.8
14,21.70,0.7133,79.2
14,21.80,0.7164,79.5
14,21.90,0.7199,79.9
14,22.00,0.7236,80.4
14,22.10,0.7269,80.7
14,22.20,0.7302,81.1
14,22.30,0.7338,81.6
14,22.40,0.7373,82.0
14,22.50,0.7406,82.4
14,22.60,0.7438,82.7
14,22.70,0.7468,83.1
14,22.80,0.7499,83.5
14,22.90,0.7534,83.9
14,23.00,0.7569,84.3
14,23.10,0.7603,84.7
14,23.20,0.7634,85.0
14,23.30,0.7663,85.4
14,23.40,0.7694,85.7
14,23.50,0.7730,86.2
14,23.60,0.7767,86.6
14,23.70,0.7799,87.0
14,23.80,0.7832,87.4
14,23.90,0.7868,87.8
14,24.00,0.7903,88.2
14,24.10,0.7937,88.6
14,24.20,0.7968,89.0
14,24.30,0.7998,89.3
14,24.40,0.8032,89.7
14,24.50,0.8069,90.2
14,24.60,0.8107,90.6
14,24.70,0.8141,91.0
14,24.80,0.8170,91.3
14,24.90,0.8198,91.6
14,25.00,0.8230,92.0
14,25.10,0.8267,92.5
14,25.20,0.8302,92.9
14,25.30,0.8335,93.3
14,25.40,0.8371,93.7
14,25.50,0.8407,94.2
14,25.60,0.8441,94.6
14,25.70,0.8474,94.9
14,25.80,0.8504,95.3
14,25.90,0.8535,95.6
14,26.00,0.8569,96.0
14,26.10,0.8604,96.5
14,26.20,0.8636,96.8
14,26.30,0.8667,97.2
14,26.40,0.8696,97.5
14,26.50,0.8727,97.9
14,26.60,0.8762,98.3
14,26.70,0.8800,98.8
14,26.80,0.8834,99.2
14,26.90,0.8867,99.5
14,27.00,0.8904,100.0
14,27.10,0.8938,100.4
14,27.20,0.8972,100.8
14,27.30,0.9004,101.1
14,27.40,0.9034,101.5
14,27.50,0.9066,101.9
14,27.60,0.9101,102.3
14,27.70,0.9139,102.7
14,27.80,0.9174,103.1
14,27.90,0.9204,103.5
14,28.00,0.9232,103.8
14,28.10,0.9264,104.2
14,28.20,0.9302,104.7
14,28.30,0.9338,105.1
14,28.40,0.9370,105.4
14,28.50,0.9404,105.8
14,28.60,0.9438,106.2
14,28.70,0.9471,106.6
14,28.80,0.9504,107.0
14,28.90,0.9535,107.4
14,29.00,0.9565,107.7
14,29.10,0.9599,108.1
14,29.20,0.9635,108.5
14,29.30,0.9671,109.0
14,29.40,0.9704,109.3
14,29.50,0.9733,109.6
14,29.60,0.9763,110.0
14,29.70,0.9798,110.4
14,29.80,0.9836,110.9
14,29.90,0.9868,111.2
14,30.00,0.9900,111.6
14,30.10,0.9935,112.0
14,30.20,0.9971,112.4
14,30.30,1.0005,112.8
14,30.40,1.0037,113.2
14,30.50,1.0068,113.6
14,30.60,1.0101,114.0
14,30.70,1.0137,114.4
14,30.80,1.0174,114.8
14,30.90,1.0208,115.2
14,31.00,1.0238,115.6
14,31.10,1.0265,115.9
14,31.20,1.0295,116.3
14,31.30,1.0332,116.7
14,31.40,1.0369,117.2
14,31.50,1.0402,117.5
14,31.60,1.0436,117.9
14,31.70,1.0472,118.4
14,31.80,1.0506,118.8
14,31.90,1.0539,119.2
14,32.00,1.0571,119.5
14,32.10,1.0600,119.9
14,32.20,1.0631,120.2
14,32.30,1.0666,120.6
14,32.40,1.0701,121.0
14,32.50,1.0735,121.4
14,32.60,1.0765,121.8
14,32.70,1.0794,122.1
14,32.80,1.0827,122.5
14,32.90,1.0864,122.9
14,33.00,1.0901,123.4
14,33.10,1.0934,123.8
14,33.20,1.0969,124.2
14,33.30,1.1005,124.6
14,33.40,1.1040,125.0
14,33.50,1.1072,125.4
14,33.60,1.1102,125.7
14,33.70,1.1132,126.1
14,33.80,1.1166,126.5
14,33.90,1.1203,126.9
14,34.00,1.1239,127.3
14,34.10,1.1271,127.7
14,34.20,1.1299,128.0
14,34.30,1.1329,128.4
14,34.40,1.1364,128.8
14,34.50,1.1403,129.3
14,34.60,1.1437,129.7
14,34.70,1.1471,130.1
14,34.80,1.1506,130.5
14,34.90,1.1538,130.9
14,35.00,1.1572,131.3
14,35.10,1.1604,131.6
14,35.20,1.1634,132.0
14,35.30,1.1666,132.4
14,35.40,1.1702,132.8
14,35.50,1.1738,133.2
14,35.60,1.1772,133.6
14,35.70,1.1802,134.0
14,35.80,1.1831,134.3
14,35.90,1.1862,134.6
14,36.00,1.1899,135.1
14,36.10,1.1934,135.5
14,36.20,1.1966,135.9
14,36.30,1.2000,136.3
14,36.40,1.2036,136.7
14,36.50,1.2071,137.1
14,36.60,1.2104,137.5
14,36.70,1.2136,137.9
14,36.80,1.2168,138.3
14,36.90,1.2202,138.7
14,37.00,1.2239,139.1
14,37.10,1.2274,139.5
14,37.20,1.2307,139.9
14,37.30,1.2334,140.2
14,37.40,1.2363,140.5
14,37.50,1.2395,140.9
14,37.60,1.2432,141.4
14,37.70,1.2467,141.8
14,37.80,1.2501,142.2
14,37.90,1.2537,142.6
14,38.00,1.2573,143.0
14,38.10,1.2606,143.4
14,38.20,1.2639,143.8
14,38.30,1.2670,144.1
14,38.40,1.2701,144.5
14,38.50,1.2734,144.9
14,38.60,1.2769,145.3
14,38.70,1.2803,145.7
14,38.80,1.2834,146.1
14,38.90,1.2863,146.4
14,39.00,1.2894,146.7
14,39.10,1.2930,147.2
14,39.20,1.2968,147.6
14,39.30,1.3002,148.0
14,39.40,1.3037,148.4
14,39.50,1.3073,148.8
14,39.60,1.3108,149.3
14,39.70,1.3141,149.7
14,39.80,1.3172,150.0
14,39.90,1.3202,150.4
14,40.00,1.3234,150.7
14,40.10,1.3269,151.2
14,40.20,1.3306,151.6
14,40.30,1.3340,152.0
14,40.40,1.3370,152.3
14,40.50,1.3398,152.7
14,40.60,1.3431,153.1
14,40.70,1.3468,153.5
14,40.80,1.3503,153.9
14,40.90,1.3535,154.3
14,41.00,1.3569,154.7
14,41.10,1.3603,155.1
14,41.20,1.3637,155.5
14,41.30,1.3671,155.9
14,41.40,1.3702,156.2
14,41.50,1.3732,156.6
14,41.60,1.3765,157.0
14,41.70,1.3801,157.4
14,41.80,1.3838,157.9
14,41.90,1.3870,158.2
14,42.00,1.3899,158.5
14,42.10,1.3928,158.9
14,42.20,1.3962,159.3
14,42.30,1.4000,159.7
14,42.40,1.4033,160.1
14,42.50,1.4066,160.5
14,42.60,1.4101,160.9
14,42.70,1.4136,161.3
14,42.80,1.4170,161.8
14,42.90,1.4203,162.2
14,43.00,1.4235,162.5
14,43.10,1.4266,162.9
14,43.20,1.4303,163.3
14,43.30,1.4341,163.8
14,43.40,1.4376,164.2
14,43.50,1.4405,164.5
14,43.60,1.4432,164.8
14,43.70,1.4461,165.2
14,43.80,1.4496,165.6
14,43.90,1.4533,166.1
14,44.00,1.4567,166.5
14,44.10,1.4601,166.9
14,44.20,1.4638,167.3
14,44.30,1.4673,167.7
14,44.40,1.4707,168.1
14,44.50,1.4738,168.5
14,44.60,1.4768,168.8
14,44.70,1.4801,169.2
14,44.80,1.4836,169.6
14,44.90,1.4870,170.1
14,45.00,1.4903,170.4
14,45.10,1.4933,170.8
14,45.20,1.4961,171.1
14,45.30,1.4994,171.5
14,45.40,1.5032,171.9
14,45.50,1.5069,172.4
14,45.60,1.5102,172.8
14,45.70,1.5137,173.2
14,45.80,1.5173,173.6
14,45.90,1.5207,174.0
14,46.00,1.5239,174.4
14,46.10,1.5269,174.7
14,46.20,1.5299,175.1
14,46.30,1.5334,175.5
14,46.40,1.5371,175.9
14,46.50,1.5406,176.3
14,46.60,1.5437,176.7
14,46.70,1.5466,177.0
14,46.80,1.5497,177.4
14,46.90,1.5532,177.8
14,47.00,1.5569,178.2
14,47.10,1.5602,178.6
14,47.20,1.5635,179.0
14,47.30,1.5671,179.4
14,47.40,1.5705,179.8
14,47.50,1.5738,180.2
14,47.60,1.5770,180.6
14,47.70,1.5800,180.9
14,47.80,1.5832,181.3
14,47.90,1.5867,181.7
14,48.00,1.5904,182.2
14,48.10,1.5940,182.5
14,48.20,1.5970,182.9
14,48.30,1.5998,183.2
14,48.40,1.6030,183.6
14,48.50,1.6068,184.0
14,48.60,1.6103,184.4
14,48.70,1.6135,184.8
14,48.80,1.6168,185.2
14,48.90,1.6204,185.6
14,49.00,1.6240,186.0
14,49.10,1.6272,186.4
14,49.20,1.6303,186.8
14,49.30,1.6335,187.1
14,49.40,1.6368,187.5
14,49.50,1.6405,188.0
14,49.60,1.6441,188.4
14,49.70,1.6473,188.8
14,49.80,1.6500,189.1
14,49.90,1.6528,189.4
14,50.00,1.6561,189.8
14,50.10,1.6598,190.2
14,50.20,1.6634,190.6
14,50.30,1.6667,191.0
14,50.40,1.6702,191.4
14,50.50,1.6738,191.8
14,50.60,1.6772,192.3
14,50.70,1.6805,192.6
14,50.80,1.6836,193.0
14,50.90,1.6867,193.3
14,51.00,1.6901,193.7
14,51.10,1.6935,194.1
14,51.20,1.6969,194.6
14,51.30,1.7001,194.9
14,51.40,1.7030,195.2
14,51.50,1.7061,195.6
14,51.60,1.7097,196.0
14,51.70,1.7135,196.5
14,51.80,1.7169,196.9
14,51.90,1.7203,197.3
14,52.00,1.7239,197.7
14,52.10,1.7273,198.1
14,52.20,1.7306,198.5
14,52.30,1.7337,198.8
14,52.40,1.7366,199.2
14,52.50,1.7398,199.5
14,52.60,1.7434,200.0
14,52.70,1.7471,200.4
14,52.80,1.7505,200.8
14,52.90,1.7535,201.2
14,53.00,1.7564,201.5
14,53.10,1.7596,201.9
14,53.20,1.7633,202.3
14,53.30,1.7669,202.7
14,53.40,1.7702,203.1
14,53.50,1.7736,203.5
14,53.60,1.7770,203.9
14,53.70,1.7804,204.3
14,53.80,1.7837,204.7
14,53.90,1.7868,205.1
14,54.00,1.7899,205.4
14,54.10,1.7933,205.8
14,54.20,1.7970,206.2
14,54.30,1.8007,206.7
14,54.40,1.8040,207.1
14,54.50,1.8068,207.4
14,54.60,1.8098,207.7
14,54.70,1.8132,208.1
14,54.80,1.8168,208.5
14,54.90,1.8201,208.9
14,55.00,1.8234,209.3
14,55.10,1.8269,209.7
14,55.20,1.8303,210.1
14,55.30,1.8337,210.5
14,55.40,1.8370,210.9
14,55.50,1.8401,211.2
14,55.60,1.8433,211.6
14,55.70,1.8469,212.0
14,55.80,1.8506,212.5
14,55.90,1.8541,212.9
14,56.00,1.8571,213.2
14,56.10,1.8598,213.5
14,56.20,1.8628,213.8
14,56.30,1.8663,214.3
14,56.40,1.8700,214.7
14,56.50,1.8734,215.1
14,56.60,1.8768,215.5
14,56.70,1.8804,215.9
14,56.80,1.8839,216.3
14,56.90,1.8873,216.7
14,57.00,1.8905,217.1
14,57.10,1.8934,217.4
14,57.20,1.8967,217.8
14,57.30,1.9003,218.2
14,57.40,1.9037,218.6
14,57.50,1.9070,219.0
14,57.60,1.9100,219.3
14,57.70,1.9129,219.7
14,57.80,1.9163,220.1
14,57.90,1.9202,220.5
14,58.00,1.9238,221.0
14,58.10,1.9271,221.3
14,58.20,1.9305,221.7
14,58.30,1.9340,222.2
14,58.40,1.9374,222.5
14,58.50,1.9406,222.9
14,58.60,1.9436,223.2
14,58.70,1.9467,223.6
14,58.80,1.9501,224.0
14,58.90,1.9537,224.4
14,59.00,1.9571,224.8
14,59.10,1.9603,225.2
14,59.20,1.9632,225.5
14,59.30,1.9662,225.9
14,59.40,1.9697,226.3
14,59.50,1.9735,226.7
14,59.60,1.9769,227.1
14,59.70,1.9802,227.5
14,59.80,1.9837,227.9
14,59.90,1.9871,228.3
14,60.00,1.9904,228.7
14,60.10,1.9936,229.0
14,60.20,1.9966,229.4
14,60.30,1.9997,229.7
14,60.40,2.0032,230.1
14,60.50,2.0070,230.6
14,60.60,2.0106,231.0
14,60.70,2.0136,231.3
14,60.80,2.0165,231.7
14,60.90,2.0197,232.0
14,61.00,2.0234,232.5
14,61.10,2.0268,232.9
14,61.20,2.0301,233.2
14,61.30,2.0334,233.6
14,61.40,2.0369,234.0
14,61.50,2.0404,234.4
14,61.60,2.0437,234.8
14,61.70,2.0468,235.2
14,61.80,2.0499,235.5
14,61.90,2.0534,235.9
14,62.00,2.0571,236.4
14,62.10,2.0607,236.8
14,62.20,2.0639,237.2
14,62.30,2.0667,237.5
14,62.40,2.0695,237.8
14,62.50,2.0727,238.1
14,62.60,2.0764,238.6
14,62.70,2.0799,239.0
14,62.80,2.0834,239.4
14,62.90,2.0870,239.8
14,63.00,2.0906,240.2
14,63.10,2.0941,240.6
14,63.20,2.0974,241.0
14,63.30,2.1004,241.3
14,63.40,2.1035,241.6
14,63.50,2.1070,242.1
14,63.60,2.1104,242.4
14,63.70,2.1137,242.8
14,63.80,2.1168,243.2
14,63.90,2.1198,243.5
14,64.00,2.1229,243.8
14,64.10,2.1264,244.3
14,64.20,2.1302,244.7
14,64.30,2.1337,245.1
14,64.40,2.1371,245.5
14,64.50,2.1406,245.9
14,64.60,2.1440,246.3
14,64.70,2.1473,246.7
14,64.80,2.1504,247.0
14,64.90,2.1533,247.3
14,65.00,2.1565,247.7
14,65.10,2.1600,248.1
14,65.20,2.1636,248.5
14,65.30,2.1671,248.9
14,65.40,2.1701,249.2
14,65.50,2.1730,249.6
14,65.60,2.1762,250.0
14,65.70,2.1799,250.4
14,65.80,2.1836,250.8
14,65.90,2.1870,251.2
14,66.00,2.1904,251.6
14,66.10,2.1938,252.0
14,66.20,2.1971,252.4
14,66.30,2.2004,252.8
14,66.40,2.2036,253.1
14,66.50,2.2066,253.5
14,66.60,2.2100,253.9
14,66.70,2.2138,254.3
14,66.80,2.2175,254.8
14,66.90,2.2206,255.1
14,67.00,2.2234,255.4
14,67.10,2.2264,255.8
14,67.20,2.2299,256.2
14,67.30,2.2338,256.6
14,67.40,2.2369,257.0
14,67.50,2.2401,257.3
14,67.60,2.2435,257.7
14,67.70,2.2470,258.1
14,67.80,2.2504,258.6
14,67.90,2.2537,258.9
14,68.00,2.2568,259.3
14,68.10,2.2600,259.6
14,68.20,2.2636,260.1
14,68.30,2.2672,260.5
14,68.40,2.2707,260.9
14,68.50,2.2738,261.2
14,68.60,2.2765,261.5
14,68.70,2.2795,261.9
14,68.80,2.2829,262.3
14,68.90,2.2866,262.7
14,69.00,2.2900,263.1
14,69.10,2.2934,263.4
14,69.20,2.2970,263.9
14,69.30,2.3005,264.3
14,69.40,2.3039,264.6
14,69.50,2.3071,265.0
14,69.60,2.3102,265.3
